0.00000000      0.200000003       2.35257744E-06
0.00000000      0.400000006       2.35257744E-06
0.00000000      0.600000024       9.54015923E-06
0.00000000      0.800000012       3.57128229E-05
0.00000000       1.00000000       1.23409802E-04
0.00000000       1.20000005       3.93669179E-04
0.00000000       1.39999998       1.15923001E-03
0.00000000       1.60000002       3.15111084E-03
0.00000000       1.80000007       7.90705997E-03
0.00000000       2.00000000       1.83156393E-02
0.00000000       2.20000005       3.91639024E-02
0.00000000       2.40000010       7.73047656E-02
0.00000000       2.60000014      0.140858486
0.00000000       2.79999995      0.236927748
0.00000000       3.00000000      0.367879450
0.00000000       3.20000005      0.527292490
0.00000000       3.40000010      0.697676420
0.00000000       3.60000014      0.852143884
0.00000000       3.79999995      0.960789442
0.00000000       4.00000000       1.00000000
0.00000000       4.20000029      0.960789323
0.00000000       4.40000010      0.852143705
0.00000000       4.59999990      0.697676420
0.00000000       4.80000019      0.527292252
0.00000000       5.00000000      0.367879450
0.00000000       5.20000029      0.236927599
0.00000000       5.40000010      0.140858382
0.00000000       5.59999990       7.73047656E-02
0.00000000       5.80000019       3.91638651E-02
0.00000000       6.00000000       1.83156393E-02
0.00000000       6.20000029       7.90704507E-03
0.00000000       6.40000010       3.15111084E-03
0.00000000       6.59999990       1.15923001E-03
0.00000000       6.80000019       3.93668597E-04
0.00000000       7.00000000       1.23409802E-04
0.00000000       7.20000029       3.57127901E-05
0.00000000       7.40000010       9.54015923E-06
0.00000000       7.59999990       2.35257744E-06
0.00000000       7.80000019       5.35533957E-07
0.00000000       8.00000000       5.35533957E-07
9.99999978E-03  0.200000003       2.36777828E-06
9.99999978E-03  0.400000006       2.36777828E-06
9.99999978E-03  0.600000024       9.59306544E-06
9.99999978E-03  0.800000012       3.58817197E-05
9.99999978E-03   1.00000000       1.23903796E-04
9.99999978E-03   1.20000005       3.94991075E-04
9.99999978E-03   1.39999998       1.16246019E-03
9.99999978E-03   1.60000002       3.15830158E-03
9.99999978E-03   1.80000007       7.92159420E-03
9.99999978E-03   2.00000000       1.83421895E-02
9.99999978E-03   2.20000005       3.92074324E-02
9.99999978E-03   2.40000010       7.73681179E-02
9.99999978E-03   2.60000014      0.140938804
9.99999978E-03   2.79999995      0.237013087
9.99999978E-03   3.00000000      0.367948204
9.99999978E-03   3.20000005      0.527317882
9.99999978E-03   3.40000010      0.697635949
9.99999978E-03   3.60000014      0.852030635
9.99999978E-03   3.79999995      0.960619032
9.99999978E-03   4.00000000      0.999807835
9.99999978E-03   4.20000029      0.960618913
9.99999978E-03   4.40000010      0.852030456
9.99999978E-03   4.59999990      0.697635949
9.99999978E-03   4.80000019      0.527317643
9.99999978E-03   5.00000000      0.367948204
9.99999978E-03   5.20000029      0.237012938
9.99999978E-03   5.40000010      0.140938699
9.99999978E-03   5.59999990       7.73681179E-02
9.99999978E-03   5.80000019       3.92073952E-02
9.99999978E-03   6.00000000       1.83421895E-02
9.99999978E-03   6.20000029       7.92157929E-03
9.99999978E-03   6.40000010       3.15830158E-03
9.99999978E-03   6.59999990       1.16246019E-03
9.99999978E-03   6.80000019       3.94990493E-04
9.99999978E-03   7.00000000       1.23903796E-04
9.99999978E-03   7.20000029       3.58816869E-05
9.99999978E-03   7.40000010       9.59306544E-06
9.99999978E-03   7.59999990       2.36777828E-06
9.99999978E-03   7.80000019       5.39543521E-07
9.99999978E-03   8.00000000       5.39543521E-07
1.99999996E-02  0.200000003       2.39496262E-06
1.99999996E-02  0.400000006       2.39496262E-06
1.99999996E-02  0.600000024       9.69887697E-06
1.99999996E-02  0.800000012       3.62195133E-05
1.99999996E-02   1.00000000       1.24891783E-04
1.99999996E-02   1.20000005       3.97634838E-04
1.99999996E-02   1.39999998       1.16892054E-03
1.99999996E-02   1.60000002       3.17268306E-03
1.99999996E-02   1.80000007       7.95066264E-03
1.99999996E-02   2.00000000       1.83952898E-02
1.99999996E-02   2.20000005       3.92944887E-02
1.99999996E-02   2.40000010       7.74948224E-02
1.99999996E-02   2.60000014      0.141099423
1.99999996E-02   2.79999995      0.237183765
1.99999996E-02   3.00000000      0.368085712
1.99999996E-02   3.20000005      0.527368605
1.99999996E-02   3.40000010      0.697554946
1.99999996E-02   3.60000014      0.851804197
1.99999996E-02   3.79999995      0.960278153
1.99999996E-02   4.00000000      0.999423504
1.99999996E-02   4.20000029      0.960278034
1.99999996E-02   4.40000010      0.851804018
1.99999996E-02   4.59999990      0.697554946
